Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill,Projects_Completed,Certifications,Hackathons,GitHub_Profile,Internships,Leadership_Experience,LinkedIn_Profile,Resume_Score,Communication_Skills,Teamwork,Problem_Solving,English_Proficiency,Interview_Score,Employability_Score,Placement_Status,Company_Tier,Career_Field,Placement_Mode,Starting_Salary_USD
ST035886,19,Female,Senior,Data Science,96,15,3.22,Good,7,7,0,4,Yes,5,No,Yes,100,8,7,7,Advanced,86,218.3,Not Placed,No Company,Not Placed,Not Applicable,0
ST035887,21,Female,Senior,Artificial Intelligence,64,15,2.56,Poor,7,8,0,6,Yes,5,Yes,Yes,100,10,10,6,Advanced,81,209.9,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,81041
ST035888,23,Female,Junior,Business Analytics,73,32,3.38,Good,5,8,3,0,Yes,5,No,Yes,100,8,4,6,Advanced,67,207.7,Placed,Tier 1,Data Analyst,Referral,70074
ST035889,23,Male,Senior,Artificial Intelligence,73,31,2.98,Average,6,10,0,3,Yes,4,No,Yes,99,8,6,5,Advanced,75,201.9,Placed,Tier 1,Machine Learning Engineer,Campus Placement,84762
ST035890,20,Female,Senior,Cybersecurity,82,24,2.93,Average,7,6,1,2,Yes,3,Yes,Yes,91,9,8,8,Advanced,64,193.75,Not Placed,No Company,Not Placed,Not Applicable,0
ST035891,20,Male,Senior,Information Technology,98,24,3.65,Good,8,9,1,2,No,5,No,Yes,100,8,5,8,Advanced,90,238.25,Placed,Tier 1,IT Support Engineer,Off-Campus,89214
ST035892,23,Female,Sophomore,Cybersecurity,96,38,3.77,Excellent,8,6,0,3,Yes,5,No,Yes,96,9,7,9,Advanced,76,228.35,Placed,Tier 1,Penetration Tester,Campus Placement,74434
ST035893,25,Female,Freshman,Business Analytics,99,21,3.5,Good,6,8,3,3,Yes,5,Yes,No,100,10,9,8,Advanced,79,227.5,Placed,Tier 1,Data Analyst,Referral,97647
ST035894,21,Female,Freshman,Computer Science,82,33,3.19,Average,6,10,3,0,Yes,5,Yes,Yes,100,10,8,8,Advanced,93,233.85,Placed,Tier 1,Full Stack Developer,Campus Placement,92512
ST035895,20,Male,Senior,Electrical Engineering,91,33,3.64,Good,8,6,2,5,Yes,4,Yes,No,100,9,10,10,Advanced,85,232.1,Placed,Tier 1,Embedded Systems Engineer,Internship Conversion,102413
ST035896,19,Female,Junior,Computer Science,76,13,2.9,Average,6,7,0,2,Yes,5,No,No,95,7,3,6,Advanced,81,201.5,Placed,Tier 1,Full Stack Developer,Off-Campus,87291
ST035897,23,Male,Sophomore,Information Technology,93,25,3.7,Excellent,8,9,0,4,Yes,5,No,No,100,8,6,9,Advanced,83,236.0,Placed,Tier 1,Cloud Engineer,Campus Placement,73885
ST035898,21,Female,Sophomore,Computer Science,78,35,3.53,Good,8,10,5,2,Yes,4,No,Yes,100,9,4,7,Advanced,84,236.45,Placed,Tier 1,Backend Developer,Referral,89794
ST035899,18,Female,Junior,Business Analytics,72,33,3.38,Good,6,6,1,3,Yes,5,No,Yes,94,9,4,6,Advanced,71,206.9,Placed,Tier 1,Business Analyst,Campus Placement,98955
ST035900,19,Male,Junior,Data Science,79,19,2.93,Average,5,4,3,2,Yes,1,No,Yes,69,5,7,8,Basic,59,157.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST035901,21,Male,Senior,Computer Science,86,10,2.92,Average,6,8,0,2,Yes,4,Yes,Yes,90,10,7,7,Advanced,75,202.3,Not Placed,No Company,Not Placed,Not Applicable,0
ST035902,22,Male,Freshman,Information Technology,95,30,3.67,Good,8,10,0,2,Yes,5,No,Yes,100,7,7,10,Advanced,92,242.05,Placed,Tier 1,Cloud Engineer,Internship Conversion,84684
ST035903,22,Female,Junior,Software Engineering,100,19,3.45,Good,9,13,1,4,Yes,5,No,Yes,100,8,8,9,Advanced,88,248.25,Placed,Tier 1,Software Engineer,Campus Placement,86170
ST035904,21,Female,Junior,Data Science,77,23,3.14,Average,6,8,3,1,Yes,4,Yes,Yes,100,9,6,8,Advanced,100,225.6,Placed,Tier 1,AI Engineer,Campus Placement,96769
ST035905,22,Male,Junior,Software Engineering,89,28,3.4,Good,8,13,2,5,Yes,5,Yes,Yes,100,8,7,10,Advanced,87,246.5,Placed,Tier 1,DevOps Engineer,Internship Conversion,70887
ST035906,22,Male,Senior,Business Analytics,83,27,3.42,Good,5,9,3,4,No,5,No,Yes,99,7,8,8,Advanced,80,218.5,Placed,Tier 1,Business Analyst,Campus Placement,75324
ST035907,20,Male,Sophomore,Computer Science,89,28,3.75,Excellent,8,10,3,2,Yes,5,Yes,Yes,100,10,8,10,Advanced,93,254.25,Placed,Tier 1,Backend Developer,Internship Conversion,91662
ST035908,28,Female,Junior,Software Engineering,92,14,3.12,Average,7,7,0,4,No,3,No,Yes,88,5,8,6,Basic,69,186.7,Placed,Tier 1,Software Engineer,Campus Placement,106706
ST035909,22,Male,Junior,Software Engineering,71,19,2.61,Average,7,7,2,2,Yes,3,Yes,No,91,10,8,7,Advanced,79,199.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST035910,22,Male,Sophomore,Artificial Intelligence,77,12,2.87,Average,7,7,0,3,Yes,4,No,Yes,88,7,7,6,Advanced,70,192.45,Not Placed,No Company,Not Placed,Not Applicable,0
ST035911,21,Female,Junior,Cybersecurity,61,24,2.78,Average,9,11,3,7,Yes,5,Yes,No,100,8,8,8,Advanced,69,225.7,Placed,Tier 1,SOC Analyst,Internship Conversion,100065
ST035912,22,Male,Sophomore,Cybersecurity,89,18,2.98,Average,9,12,1,4,Yes,5,No,Yes,100,10,6,8,Advanced,98,246.2,Placed,Tier 1,Penetration Tester,Campus Placement,99522
ST035913,23,Female,Freshman,Business Analytics,77,12,2.59,Poor,4,6,0,2,Yes,2,No,No,67,7,6,5,Intermediate,56,148.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST035914,19,Male,Junior,Data Science,81,18,3.07,Average,8,13,2,4,Yes,5,Yes,No,100,10,10,9,Advanced,96,248.05,Placed,Tier 1,Data Analyst,Internship Conversion,88644
ST035915,29,Female,Sophomore,Software Engineering,91,17,3.4,Good,9,9,3,5,Yes,5,Yes,No,100,10,10,9,Advanced,97,251.0,Placed,Tier 1,DevOps Engineer,Campus Placement,92765
ST035916,19,Male,Senior,Computer Science,100,21,3.55,Good,8,9,2,3,Yes,5,No,Yes,100,8,6,8,Advanced,91,238.75,Placed,Tier 1,Backend Developer,Campus Placement,86939
ST035917,21,Female,Junior,Artificial Intelligence,93,9,2.83,Average,8,6,0,5,Yes,2,No,Yes,85,8,6,7,Advanced,85,194.45,Placed,Tier 1,Data Scientist,Campus Placement,77646
ST035918,22,Female,Junior,Computer Science,95,21,3.48,Good,8,11,3,4,Yes,5,No,Yes,100,9,6,9,Advanced,90,246.7,Placed,Tier 1,Backend Developer,Internship Conversion,90949
ST035919,20,Male,Sophomore,Cybersecurity,86,11,2.61,Average,8,6,0,3,Yes,3,No,Yes,90,7,6,7,Advanced,75,190.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST035920,21,Female,Junior,Business Analytics,76,23,3.0,Average,7,7,2,2,Yes,3,No,Yes,96,7,5,7,Advanced,55,189.3,Not Placed,No Company,Not Placed,Not Applicable,0
ST035921,24,Male,Sophomore,Cybersecurity,89,29,3.49,Good,9,10,2,8,Yes,5,No,Yes,100,8,7,8,Advanced,92,244.35,Placed,Tier 1,SOC Analyst,Campus Placement,108191
ST035922,21,Male,Junior,Electrical Engineering,69,25,3.04,Average,5,7,0,0,No,3,No,Yes,77,7,6,6,Intermediate,54,170.7,Placed,Tier 2,Embedded Systems Engineer,Campus Placement,61046
ST035923,23,Female,Senior,Computer Science,85,22,3.41,Good,6,5,3,3,No,4,Yes,Yes,100,10,6,8,Advanced,98,224.65,Placed,Tier 1,Backend Developer,Campus Placement,106949
ST035924,19,Male,Senior,Computer Science,81,18,2.76,Average,6,9,1,2,Yes,2,No,No,89,5,7,5,Intermediate,66,174.6,Placed,Tier 2,Full Stack Developer,Campus Placement,58328
ST035925,19,Female,Sophomore,Cybersecurity,67,20,2.75,Average,6,7,3,2,Yes,3,Yes,Yes,97,9,7,5,Advanced,65,188.35,Placed,Tier 1,Cybersecurity Analyst,Internship Conversion,77650
ST035926,19,Female,Freshman,Artificial Intelligence,99,21,3.36,Good,9,9,2,2,Yes,5,No,No,100,8,5,9,Advanced,88,240.4,Placed,Tier 1,Data Scientist,Referral,102268
ST035927,22,Female,Senior,Business Analytics,69,31,3.29,Good,5,7,3,4,Yes,5,No,Yes,95,8,8,6,Advanced,92,215.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST035928,20,Female,Freshman,Artificial Intelligence,87,40,3.7,Excellent,10,11,2,3,Yes,5,No,Yes,100,9,7,10,Advanced,100,263.5,Not Placed,No Company,Not Placed,Not Applicable,0
ST035929,21,Male,Sophomore,Artificial Intelligence,68,13,2.5,Poor,7,10,2,5,Yes,4,Yes,Yes,100,10,10,8,Advanced,77,213.0,Placed,Tier 1,AI Engineer,Campus Placement,72185
ST035930,18,Female,Sophomore,Business Analytics,76,23,2.98,Average,2,6,3,2,Yes,3,No,No,80,8,6,4,Intermediate,64,164.2,Placed,Tier 2,Data Analyst,Internship Conversion,59329
ST035931,21,Male,Senior,Software Engineering,64,5,2.34,Poor,7,7,2,1,Yes,3,No,Yes,99,7,5,5,Intermediate,70,183.8,Placed,Tier 1,DevOps Engineer,Campus Placement,95889
ST035932,23,Female,Freshman,Computer Science,61,24,2.65,Average,5,6,1,3,Yes,2,No,Yes,82,7,6,5,Intermediate,63,163.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST035933,20,Female,Sophomore,Electrical Engineering,86,15,3.19,Average,5,9,2,0,Yes,3,No,No,90,6,5,6,Intermediate,78,193.85,Not Placed,No Company,Not Placed,Not Applicable,0
ST035934,20,Female,Junior,Business Analytics,83,21,3.15,Average,6,8,1,4,No,3,Yes,Yes,90,8,10,8,Intermediate,76,200.75,Placed,Tier 1,Business Analyst,Campus Placement,77467
ST035935,21,Female,Junior,Cybersecurity,91,21,3.19,Average,6,7,0,3,Yes,3,No,Yes,84,9,5,6,Advanced,70,191.05,Placed,Tier 1,SOC Analyst,Off-Campus,88288
ST035936,21,Male,Senior,Electrical Engineering,99,18,3.3,Good,4,6,2,2,Yes,3,Yes,Yes,84,8,9,5,Advanced,59,176.2,Placed,Tier 2,Automation Engineer,Campus Placement,64688
ST035937,21,Female,Freshman,Software Engineering,94,26,3.52,Good,10,10,0,6,Yes,5,No,Yes,100,9,6,10,Advanced,89,250.3,Placed,Tier 1,Software Engineer,Campus Placement,103598
ST035938,21,Female,Junior,Business Analytics,80,25,3.24,Good,6,9,0,4,No,5,Yes,No,100,10,9,5,Advanced,69,210.1,Placed,Tier 1,Business Analyst,Campus Placement,92122
ST035939,22,Female,Junior,Software Engineering,80,10,2.75,Average,7,9,2,3,No,3,No,No,96,8,7,6,Advanced,80,202.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST035940,22,Male,Senior,Artificial Intelligence,61,23,2.9,Average,9,10,1,5,Yes,4,Yes,Yes,100,9,8,8,Advanced,92,231.0,Placed,Tier 1,Data Scientist,Referral,105050
ST035941,21,Male,Sophomore,Artificial Intelligence,95,18,3.29,Good,8,8,1,4,Yes,4,No,Yes,100,9,5,8,Advanced,82,223.85,Placed,Tier 1,AI Engineer,Off-Campus,71034
ST035942,21,Female,Sophomore,Computer Science,81,20,2.82,Average,8,9,0,4,Yes,4,No,No,99,8,7,7,Advanced,73,208.5,Placed,Tier 1,Backend Developer,Internship Conversion,83823
ST035943,20,Male,Junior,Artificial Intelligence,71,27,3.07,Average,8,11,3,6,Yes,5,Yes,Yes,100,10,10,8,Advanced,87,239.05,Placed,Tier 1,AI Engineer,Internship Conversion,92593
ST035944,20,Male,Sophomore,Cybersecurity,84,21,3.08,Average,8,8,4,2,Yes,5,No,No,100,9,9,9,Advanced,79,230.7,Placed,Tier 1,SOC Analyst,Internship Conversion,79965
ST035945,20,Female,Senior,Software Engineering,96,8,3.01,Average,9,9,0,4,Yes,4,No,Yes,100,8,6,8,Advanced,83,222.65,Placed,Tier 1,DevOps Engineer,Internship Conversion,100925
ST035946,18,Male,Freshman,Artificial Intelligence,82,23,3.18,Average,9,9,4,4,Yes,4,No,Yes,100,6,6,8,Intermediate,79,225.2,Placed,Tier 1,Machine Learning Engineer,Off-Campus,105354
ST035947,23,Female,Senior,Information Technology,78,32,3.3,Good,6,7,2,5,No,5,No,No,97,8,8,7,Advanced,91,220.1,Placed,Tier 1,Cloud Engineer,Campus Placement,72989
ST035948,26,Female,Senior,Computer Science,81,31,3.3,Good,7,7,3,0,No,5,No,Yes,100,9,6,6,Advanced,78,220.0,Placed,Tier 1,Software Engineer,Campus Placement,100967
ST035949,20,Female,Freshman,Information Technology,94,33,3.45,Good,7,11,1,3,Yes,4,No,Yes,100,7,6,10,Advanced,100,237.25,Placed,Tier 1,IT Support Engineer,Referral,82333
ST035950,21,Female,Senior,Software Engineering,74,9,2.7,Average,7,9,0,2,Yes,3,Yes,Yes,99,9,8,5,Advanced,75,196.7,Placed,Tier 1,Software Engineer,Campus Placement,79407
ST035951,23,Female,Junior,Software Engineering,91,15,2.99,Average,8,11,1,5,Yes,5,No,Yes,100,7,7,9,Intermediate,82,228.35,Placed,Tier 1,DevOps Engineer,Campus Placement,102439
ST035952,21,Female,Freshman,Software Engineering,85,17,2.76,Average,5,9,1,1,Yes,3,No,No,99,6,5,6,Intermediate,69,184.1,Placed,Tier 1,Software Engineer,Campus Placement,88773
ST035953,20,Male,Sophomore,Cybersecurity,85,29,3.57,Good,7,12,5,3,Yes,4,No,Yes,100,9,7,9,Advanced,92,245.05,Placed,Tier 1,Cybersecurity Analyst,Campus Placement,75950
ST035954,21,Female,Freshman,Data Science,68,22,3.14,Average,8,8,1,6,Yes,3,No,Yes,90,7,9,7,Intermediate,70,201.6,Placed,Tier 1,AI Engineer,Referral,80969
ST035955,21,Male,Freshman,Computer Science,69,20,2.98,Average,6,4,3,3,Yes,4,No,No,95,8,7,7,Advanced,72,195.7,Placed,Tier 1,Backend Developer,Campus Placement,91845
ST035956,22,Male,Sophomore,Business Analytics,72,22,2.88,Average,5,7,1,3,No,2,No,Yes,80,6,6,6,Intermediate,52,162.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST035957,20,Male,Senior,Computer Science,73,43,3.33,Good,7,7,1,2,No,4,No,Yes,97,5,5,6,Intermediate,84,206.55,Placed,Tier 1,Software Engineer,Off-Campus,98370
ST035958,25,Female,Senior,Data Science,84,22,3.07,Average,8,8,0,5,Yes,4,Yes,Yes,100,9,9,8,Advanced,83,219.55,Placed,Tier 1,Data Analyst,Campus Placement,96042
ST035959,21,Female,Sophomore,Data Science,88,21,3.3,Good,9,12,1,6,Yes,5,Yes,No,100,10,10,10,Advanced,98,255.0,Placed,Tier 1,Data Scientist,Internship Conversion,87795
ST035960,23,Male,Junior,Computer Science,86,25,3.37,Good,7,11,0,1,Yes,5,Yes,Yes,100,10,6,7,Advanced,86,232.55,Placed,Tier 1,Software Engineer,Internship Conversion,82343
ST035961,23,Female,Sophomore,Business Analytics,79,11,2.92,Average,4,6,2,1,Yes,2,No,Yes,83,7,7,5,Intermediate,67,167.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST035962,22,Female,Junior,Business Analytics,85,22,3.05,Average,5,11,0,2,No,4,Yes,Yes,100,10,7,6,Advanced,77,208.25,Placed,Tier 1,Business Analyst,Internship Conversion,76207
ST035963,21,Female,Senior,Computer Science,96,15,3.27,Good,7,11,4,3,No,3,No,Yes,100,8,8,8,Advanced,90,227.05,Placed,Tier 1,Backend Developer,Campus Placement,108960
ST035964,23,Male,Junior,Cybersecurity,76,18,2.76,Average,6,10,0,3,No,5,No,Yes,100,9,6,5,Advanced,66,201.4,Placed,Tier 1,SOC Analyst,Internship Conversion,73266
ST035965,20,Male,Freshman,Artificial Intelligence,86,18,3.24,Good,9,9,2,6,Yes,3,No,No,100,7,8,7,Advanced,64,210.6,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,92229
ST035966,27,Female,Senior,Computer Science,91,10,3.19,Average,6,8,2,1,No,4,No,Yes,96,7,4,7,Advanced,68,201.65,Not Placed,No Company,Not Placed,Not Applicable,0
ST035967,20,Female,Senior,Artificial Intelligence,70,20,2.72,Average,7,10,3,2,Yes,3,Yes,Yes,100,10,8,7,Advanced,69,206.8,Placed,Tier 1,Data Scientist,Campus Placement,74100
ST035968,21,Female,Sophomore,Artificial Intelligence,78,32,3.58,Good,9,9,0,2,Yes,5,Yes,Yes,100,10,9,9,Advanced,96,248.7,Placed,Tier 1,Data Scientist,Campus Placement,72712
ST035969,21,Female,Junior,Computer Science,68,25,2.97,Average,7,10,6,6,Yes,5,No,Yes,100,10,7,7,Advanced,86,233.55,Placed,Tier 1,Software Engineer,Off-Campus,101999
ST035970,30,Female,Junior,Cybersecurity,84,28,3.47,Good,9,10,2,5,Yes,5,Yes,No,100,10,10,10,Advanced,98,255.05,Placed,Tier 1,Cybersecurity Analyst,Off-Campus,75161
ST035971,21,Female,Sophomore,Business Analytics,65,8,2.51,Poor,5,7,1,0,Yes,4,No,Yes,89,7,4,3,Advanced,48,163.85,Not Placed,No Company,Not Placed,Not Applicable,0
ST035972,23,Male,Freshman,Software Engineering,76,10,2.9,Average,8,10,2,5,Yes,5,No,Yes,100,9,7,7,Advanced,75,223.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST035973,21,Male,Freshman,Software Engineering,76,35,3.45,Good,9,7,2,5,Yes,3,Yes,Yes,100,10,9,10,Advanced,97,238.25,Placed,Tier 1,Software Engineer,Internship Conversion,74363
ST035974,21,Female,Junior,Information Technology,74,19,2.98,Average,4,5,4,2,No,2,No,Yes,77,4,6,5,Basic,62,158.8,Not Placed,No Company,Not Placed,Not Applicable,0
ST035975,22,Female,Junior,Cybersecurity,83,27,3.3,Good,8,8,0,4,Yes,3,Yes,Yes,98,8,9,8,Advanced,74,210.9,Placed,Tier 1,Penetration Tester,Campus Placement,80933
ST035976,19,Female,Senior,Computer Science,74,27,2.84,Average,5,4,2,1,No,1,No,Yes,77,5,6,5,Basic,61,152.2,Not Placed,No Company,Not Placed,Not Applicable,0
ST035977,21,Male,Senior,Data Science,73,16,2.8,Average,5,6,1,2,Yes,3,No,Yes,83,8,4,2,Advanced,47,158.9,Not Placed,No Company,Not Placed,Not Applicable,0
ST035978,21,Male,Sophomore,Cybersecurity,81,16,2.89,Average,6,9,3,3,Yes,5,Yes,Yes,100,10,9,6,Advanced,91,222.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST035979,30,Male,Senior,Computer Science,79,13,3.11,Average,7,9,2,2,Yes,3,Yes,Yes,100,8,10,6,Advanced,80,208.65,Placed,Tier 1,Software Engineer,Referral,87738
ST035980,21,Male,Senior,Data Science,77,21,2.65,Average,6,6,1,3,Yes,2,No,Yes,86,7,6,4,Advanced,60,165.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST035981,20,Male,Sophomore,Information Technology,92,19,3.15,Average,5,7,5,0,No,4,No,Yes,100,8,7,8,Advanced,75,208.25,Placed,Tier 1,Cloud Engineer,Internship Conversion,105449
ST035982,24,Female,Sophomore,Artificial Intelligence,83,26,3.03,Average,7,9,0,2,Yes,4,Yes,Yes,100,9,7,8,Advanced,77,213.95,Placed,Tier 1,AI Engineer,Campus Placement,97541
ST035983,22,Female,Senior,Information Technology,69,25,2.98,Average,7,7,1,6,Yes,5,Yes,No,100,10,8,5,Advanced,83,214.7,Not Placed,No Company,Not Placed,Not Applicable,0
ST035984,24,Female,Junior,Computer Science,91,16,3.14,Average,8,11,0,5,Yes,4,No,Yes,100,10,6,8,Advanced,76,225.1,Placed,Tier 1,Software Engineer,Campus Placement,100491
ST035985,20,Female,Sophomore,Artificial Intelligence,69,29,2.78,Average,8,10,0,1,Yes,5,No,Yes,100,10,7,7,Advanced,85,225.2,Placed,Tier 1,Data Scientist,Off-Campus,74692
ST035986,19,Female,Junior,Data Science,57,19,2.67,Average,5,5,0,2,Yes,2,No,Yes,75,6,9,5,Intermediate,53,151.05,Not Placed,No Company,Not Placed,Not Applicable,0
ST035987,19,Male,Sophomore,Software Engineering,89,22,3.53,Good,10,15,3,5,Yes,5,Yes,Yes,100,9,10,10,Advanced,97,268.95,Placed,Tier 1,DevOps Engineer,Internship Conversion,106945
ST035988,23,Male,Freshman,Computer Science,70,20,3.05,Average,7,9,0,4,Yes,5,No,Yes,100,8,6,7,Advanced,76,214.75,Placed,Tier 1,Full Stack Developer,Campus Placement,86347
ST035989,19,Male,Junior,Artificial Intelligence,69,15,2.6,Average,7,10,1,2,No,4,Yes,Yes,100,10,8,7,Advanced,83,214.0,Not Placed,No Company,Not Placed,Not Applicable,0
ST035990,19,Female,Junior,Software Engineering,84,22,2.98,Average,7,8,0,1,Yes,3,Yes,Yes,96,9,10,7,Advanced,77,203.0,Placed,Tier 1,DevOps Engineer,Campus Placement,74846
ST035991,25,Male,Senior,Software Engineering,87,22,2.98,Average,9,12,3,7,Yes,4,Yes,Yes,100,10,10,10,Advanced,73,235.7,Placed,Tier 1,Software Engineer,Internship Conversion,102125
ST035992,22,Female,Freshman,Software Engineering,77,31,3.14,Average,7,10,2,2,Yes,4,Yes,Yes,100,10,7,5,Advanced,87,221.6,Placed,Tier 1,Software Engineer,Referral,102315
ST035993,20,Male,Senior,Artificial Intelligence,94,15,3.2,Good,9,11,4,6,Yes,4,Yes,No,100,10,10,8,Advanced,83,239.5,Placed,Tier 1,Machine Learning Engineer,Campus Placement,74566
ST035994,19,Male,Sophomore,Computer Science,69,23,2.65,Average,6,10,1,3,Yes,4,No,Yes,100,7,6,6,Intermediate,78,200.25,Placed,Tier 1,Backend Developer,Campus Placement,107815
ST035995,22,Female,Junior,Artificial Intelligence,90,21,3.26,Good,8,9,3,1,Yes,4,Yes,Yes,100,9,7,7,Advanced,74,222.4,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,92858
ST035996,20,Male,Senior,Data Science,84,28,3.15,Average,9,9,1,4,Yes,5,No,Yes,100,10,8,6,Advanced,99,239.25,Placed,Tier 1,Data Analyst,Off-Campus,97172
ST035997,22,Female,Freshman,Software Engineering,86,21,2.99,Average,6,4,1,1,Yes,2,No,Yes,80,6,5,6,Intermediate,59,165.85,Not Placed,No Company,Not Placed,Not Applicable,0
ST035998,18,Female,Junior,Data Science,81,24,3.23,Good,7,12,1,3,Yes,5,Yes,Yes,100,10,7,7,Advanced,90,235.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST035999,18,Other,Junior,Business Analytics,72,23,2.95,Average,3,8,0,0,Yes,3,Yes,Yes,94,10,8,4,Advanced,63,174.95,Not Placed,No Company,Not Placed,Not Applicable,0
ST036000,26,Male,Junior,Software Engineering,91,37,3.57,Good,10,15,1,5,Yes,5,No,Yes,100,9,7,10,Advanced,81,258.55,Placed,Tier 1,Software Engineer,Referral,78325
ST036001,20,Female,Sophomore,Software Engineering,71,23,2.93,Average,8,12,2,3,Yes,5,Yes,Yes,100,10,7,8,Advanced,84,235.95,Placed,Tier 1,DevOps Engineer,Internship Conversion,72498
ST036002,22,Female,Senior,Computer Science,96,25,3.39,Good,4,7,1,0,Yes,4,No,Yes,88,8,5,6,Intermediate,59,186.25,Not Placed,No Company,Not Placed,Not Applicable,0
ST036003,21,Male,Senior,Business Analytics,86,15,2.75,Average,4,6,0,1,No,3,No,Yes,82,7,5,4,Intermediate,68,164.85,Not Placed,No Company,Not Placed,Not Applicable,0
ST036004,22,Female,Freshman,Electrical Engineering,86,14,2.98,Average,5,10,1,1,No,4,No,No,100,7,6,6,Advanced,62,193.2,Placed,Tier 1,Automation Engineer,Campus Placement,95082
ST036005,22,Female,Freshman,Data Science,100,19,3.52,Good,7,12,2,4,No,4,Yes,Yes,100,10,8,6,Advanced,82,230.8,Placed,Tier 1,AI Engineer,Campus Placement,87880
ST036006,19,Female,Senior,Business Analytics,85,27,3.16,Average,4,5,2,1,No,4,No,Yes,84,8,5,3,Advanced,52,169.6,Placed,Tier 2,Business Analyst,Internship Conversion,66544
ST036007,19,Male,Sophomore,Information Technology,85,14,3.03,Average,5,6,2,3,No,3,Yes,Yes,91,8,8,7,Advanced,61,183.25,Placed,Tier 1,IT Support Engineer,Campus Placement,82057
ST036008,23,Female,Junior,Information Technology,86,21,3.16,Average,7,9,0,3,No,5,No,Yes,100,8,8,6,Advanced,73,212.9,Not Placed,No Company,Not Placed,Not Applicable,0
ST036009,22,Male,Junior,Artificial Intelligence,67,18,2.51,Poor,7,8,2,3,No,3,No,Yes,99,8,7,4,Advanced,76,191.35,Not Placed,No Company,Not Placed,Not Applicable,0
ST036010,23,Female,Junior,Artificial Intelligence,82,21,3.22,Good,8,8,2,3,Yes,4,No,Yes,99,10,7,7,Advanced,86,226.0,Placed,Tier 1,Machine Learning Engineer,Referral,105518
ST036011,24,Male,Senior,Computer Science,79,24,3.2,Good,8,7,1,4,Yes,4,Yes,Yes,100,9,8,7,Advanced,80,217.5,Not Placed,No Company,Not Placed,Not Applicable,0
ST036012,21,Female,Junior,Software Engineering,67,24,3.0,Average,8,8,0,5,Yes,3,Yes,Yes,100,9,8,9,Advanced,92,220.0,Placed,Tier 1,DevOps Engineer,Off-Campus,78098
ST036013,20,Female,Freshman,Business Analytics,92,17,3.0,Average,5,7,2,3,No,3,Yes,Yes,92,9,9,6,Intermediate,72,190.6,Placed,Tier 1,Business Analyst,Campus Placement,94345
ST036014,20,Male,Junior,Information Technology,82,18,3.13,Average,6,9,3,1,Yes,3,No,No,100,7,6,7,Advanced,84,208.45,Not Placed,No Company,Not Placed,Not Applicable,0
ST036015,19,Male,Junior,Artificial Intelligence,76,22,2.92,Average,8,13,3,3,Yes,5,Yes,Yes,100,10,9,8,Advanced,83,238.8,Not Placed,No Company,Not Placed,Not Applicable,0
ST036016,20,Female,Junior,Software Engineering,80,32,3.25,Good,10,10,3,4,No,5,Yes,Yes,100,10,8,9,Advanced,93,252.75,Placed,Tier 1,Software Engineer,Campus Placement,93075
ST036017,22,Male,Sophomore,Cybersecurity,74,23,2.91,Average,6,7,4,0,Yes,3,No,No,86,6,6,7,Intermediate,75,191.95,Placed,Tier 1,Penetration Tester,Campus Placement,70819
ST036018,22,Male,Sophomore,Artificial Intelligence,77,17,2.74,Average,8,8,1,3,Yes,4,No,No,99,8,7,8,Advanced,71,207.8,Not Placed,No Company,Not Placed,Not Applicable,0
ST036019,19,Male,Junior,Artificial Intelligence,62,11,2.61,Average,8,10,3,3,Yes,4,No,Yes,100,6,6,6,Advanced,69,204.15,Placed,Tier 1,Machine Learning Engineer,Internship Conversion,86532
ST036020,22,Male,Senior,Business Analytics,85,17,3.2,Good,6,9,5,4,Yes,4,No,No,100,9,7,5,Advanced,69,210.0,Placed,Tier 1,Data Analyst,Off-Campus,79503
ST036021,19,Female,Sophomore,Computer Science,99,15,3.51,Good,7,8,2,4,Yes,4,No,Yes,97,8,8,8,Advanced,72,216.75,Not Placed,No Company,Not Placed,Not Applicable,0
ST036022,23,Female,Sophomore,Information Technology,76,22,3.18,Average,7,10,1,5,No,4,Yes,Yes,100,10,10,8,Advanced,80,223.2,Placed,Tier 1,IT Support Engineer,Referral,82137
ST036023,19,Female,Junior,Computer Science,65,17,2.64,Average,5,5,0,2,No,4,No,Yes,79,9,6,6,Advanced,63,174.8,Placed,Tier 2,Backend Developer,Campus Placement,54153
ST036024,22,Male,Junior,Computer Science,64,25,2.9,Average,7,10,1,0,Yes,5,Yes,Yes,100,10,8,7,Advanced,82,223.0,Placed,Tier 1,Software Engineer,Campus Placement,82070
